UID,Date,Ticker,Sentiment,Reason
14124,2016-05-16,CMCSA,Neutral,The mention of Comcast's Universal Studios as a buyer of Snapchat ad products does not provide a clear directional impact on Comcast's stock.
14125,2016-05-16,EBAY,Neutral,"The partnership with the Philadelphia 76ers for jersey ads is historic, but the news states it has little effect on eBay's stock price."
14126,2016-05-16,EBAY,Neutral,The news about 13F filings holding eBay shares does not provide a clear positive or negative sentiment towards the stock.
14127,2016-05-16,QCOM,Bearish,"The news highlights competition from Qualcomm as a near-term headwind for NVIDIA, suggesting potential challenges for Qualcomm as well."
14128,2016-05-16,CMCSA,Neutral,The slight 0.1% increase in Comcast's stock price within an ETF inflow report does not provide a strong directional signal.
14129,2016-05-16,QCOM,Slightly Bullish,"Qualcomm's stock is up by about 0.8% in trading, indicating a slight positive movement."
14130,2016-05-16,CMCSA,Neutral,"The news mentions Comcast as the largest cable MSO, but does not provide specific positive or negative developments for the company."
14131,2016-05-16,CHTR,Bullish,The FCC approval of Charter Communications' $78 million buyout of Time Warner Cable indicates a significant positive development.
14132,2016-05-16,AMGN,Bullish,Analysts predict a 20.61% upside for Amgen with a target price significantly higher than the current price.
14133,2016-05-16,CHTR,Bearish,"Charter Communications is trading down 3.7%, indicating a negative price movement."
14134,2016-05-16,CHTR,Neutral,The news about Charter Communications acquiring Time Warner Cable is neutral as it focuses on Digital Realty Trust's inclusion in the S&P 500.
14135,2016-05-16,CHTR,Slightly Bullish,"The pending merger with Time Warner Cable is nearly complete, which could enhance Charter Communications' market position."
14136,2016-05-16,CHTR,Bearish,"The news indicates a 5% slide in Charter Communications' stock price due to a 'buy the rumor, sell the news' effect post-merger approval."
14137,2016-05-16,AMGN,Slightly Bullish,"Amgen is reported to have topped earnings expectations, indicating a positive performance."
14138,2016-05-16,AMGN,Neutral,The news uses Amgen as an example in a hypothetical investment scenario without providing specific positive or negative information.
14139,2016-05-16,AMAT,Neutral,The news about 13F filings holding Applied Materials shares does not provide a clear positive or negative sentiment towards the stock.
14140,2016-05-16,CHTR,Bullish,The FCC approval of Charter Communications' $78 million buyout of Time Warner Cable signals a major positive catalyst.
14141,2016-05-16,AMAT,Neutral,The news item provides a neutral preview of upcoming earnings with no clear positive or negative catalysts mentioned.
14142,2016-05-16,PEP,Bearish,"The news reports a 2% drop in Pepsi's share price following the exit of activist investor Nelson Peltz, indicating negative market sentiment."
14143,2016-05-16,PCAR,Neutral,The announcement of an ex-dividend date and eligibility for a cash dividend is routine and does not indicate a clear directional impact on the stock.
14144,2016-05-16,SBUX,Slightly Bearish,"Starbucks' stock is reported to be down 0.8% in trading, suggesting a slight negative impact despite mixed performance in the ETF."
14145,2016-05-16,ADI,Slightly Bullish,"The news highlights Analog Devices' investment in the health sector and partnerships with leading institutions, suggesting potential upside."
14146,2016-05-16,BIDU,Bullish,"Baidu's stock is reported to be up 3.8%, indicating a strong positive performance among Nasdaq 100 components."
14147,2016-05-16,ADI,Neutral,The news item mentions Analog Devices in a broader technology stock roundup without specific positive or negative information about the company.
14148,2016-05-16,BMRN,Slightly Bullish,"The agreement with Merck KGaA to return rights to Kuvan, earning significant cash proceeds, suggests a positive financial impact for BioMarin."
14149,2016-05-16,DISH,Slightly Bearish,"Despite strong Q1 results, the downgrade to Hold by Zacks and a decline in pay-TV subscribers indicate slight negative sentiment."
14150,2016-05-16,ADSK,Neutral,The news item lists Autodesk among companies reporting earnings but provides no specific positive or negative details about the company.
14151,2016-05-16,QRVO,Slightly Bullish,"Qorvo is highlighted as a tech stock defying sector downtrends, suggesting a positive outlook compared to peers."
14152,2016-05-16,KHC,Neutral,The news mentions Kraft Heinz in relation to Pepsi's stock movement but provides no specific directional impact for KHC itself.
14153,2016-05-16,BIIB,Slightly Bullish,The spinout of Biogen's growing hemophilia business is portrayed as a strategic move that could benefit the company long-term despite short-term constraints.
14154,2016-05-16,ADBE,Bearish,Google Chrome's plan to block Adobe Flash by default could negatively impact Adobe's relevance and usage in web browsing.
14155,2016-05-16,EXC,Neutral,"The news reports Exelon trading flat with an ETF inflow, indicating no clear positive or negative sentiment."
14156,2016-05-16,EXC,Slightly Bearish,"Exelon's stock is reported to be down 1% in trading, suggesting a slight negative performance."
14157,2016-05-16,EQT,Bearish,The news highlights limited upside for natural gas-weighted companies like EQT due to price weakness in the sector.
14158,2016-05-16,EA,Bullish,"Electronic Arts is listed among top stocks with high ROE and significant cash flow, indicating a strong positive outlook."
14159,2016-05-16,KHC,Neutral,"The news mentions Kraft Heinz in the context of another company's ex-dividend date, with no specific positive or negative impact on KHC."
14160,2016-05-17,KHC,Neutral,The high options trading volume for Kraft Heinz is reported without a clear directional impact on the stock's sentiment.
14161,2016-05-17,QCOM,Neutral,"The news reports Qualcomm trading flat with an ETF outflow, indicating no clear positive or negative sentiment."
14162,2016-05-17,EBAY,Neutral,The news discusses an ETF related to online retail but does not provide specific information or sentiment regarding eBay.
14163,2016-05-17,QCOM,Bullish,"Qualcomm is highlighted as one of the best dividend stocks in tech with a high yield, suggesting a positive investment outlook."
14164,2016-05-17,VRTX,Bearish,"Vertex Pharmaceuticals is reported to be down 2.1% in trading, indicating negative market sentiment."
14165,2016-05-17,EXC,Neutral,"The news mentions Exelon in the context of another company's ex-dividend date, with no specific positive or negative impact on EXC."
14166,2016-05-17,ADI,Neutral,The news previews Analog Devices' earnings report with historical performance data but no clear directional sentiment.
14167,2016-05-17,SBUX,Neutral,"The news mentions Starbucks in a financial advice context unrelated to the company's performance, indicating no clear sentiment."
14168,2016-05-17,SBUX,Slightly Bearish,"Starbucks' stock is reported to have fallen from a high due to a market correction and disappointing earnings, suggesting slight negative sentiment."
14169,2016-05-17,VRTX,Slightly Bullish,"The news highlights Vertex's Kalydeco as part of a proof-of-concept study for cystic fibrosis, suggesting potential positive developments."
14170,2016-05-17,CHTR,Neutral,"The news reports after-hours trading activity for Charter Communications with a slight price increase, but no significant catalyst or sentiment direction."
14171,2016-05-17,PEP,Neutral,"The news item discusses a health food trend impacting beverage giants like PepsiCo, but lacks specific positive or negative impact on PEP."
14172,2016-05-17,HSIC,Neutral,The mention of Henry Schein as a medical instruments stock worth a look is neutral without specific positive or negative developments for HSIC.
14173,2016-05-17,EQT,Bearish,"The news highlights limited upside for natural gas-weighted companies like EQT due to price weakness, indicating a negative outlook."
14174,2016-05-17,EA,Bullish,The potential for more beats and a breakout above $76 for EA due to momentum in mobile and online gaming suggests a positive outlook.
14175,2016-05-17,CMCSA,Bullish,"Comcast gaining 53,000 video customers in Q1, its best performance in nine years, indicates a positive development for CMCSA."
14176,2016-05-17,MNST,Neutral,The news focuses on options trading activity for Monster Beverage without specific directional impact on the company's performance or outlook.
14177,2016-05-17,SIRI,Neutral,The mention of Sirius XM Holdings in relation to another company's dividend payment lacks specific positive or negative impact on SIRI.
14178,2016-05-17,PYPL,Slightly Bullish,PayPal's inclusion in the Amplify Online Retail ETF suggests a positive association with the growth of online retail sales.
14179,2016-05-17,MNST,Neutral,The news about Coca-Cola's deal with Monster Beverage for distribution lacks specific positive or negative impact on MNST's performance.
14180,2016-05-17,NTES,Slightly Bullish,NetEase being listed as a strong buy stock in the technology space suggests a slightly positive outlook for NTES.
14181,2016-05-17,NTES,Bullish,NetEase being highlighted as a Zacks Rank #1 (Strong Buy) indicates a positive sentiment towards its growth in internet technology.
14182,2016-05-17,NTES,Slightly Bullish,NetEase being listed among better-ranked technology stocks suggests a slightly positive outlook without specific catalysts.
14183,2016-05-17,TXN,Slightly Bearish,Texas Instruments being down 0.6% in trading within an ETF outflow context suggests a slightly negative short-term sentiment.
14184,2016-05-17,ROST,Neutral,The news focuses on options trading activity for Ross Stores without specific directional impact on the company's performance or outlook.
14185,2016-05-18,MU,Bullish,Micron Technology trading up 5.7% as a top performer in the S&P 500 indicates a positive short-term sentiment for MU.
